# x y1 y2
1.551551551551551444e+00 -6.736963377125383332e-03 3.041140596917882646e-02
1.561561561561561451e+00 2.464695440269411633e-02 -5.276560553977375362e-02
1.571571571571571457e+00 -1.134614702971657035e-02 5.136121087640021371e-02
1.581581581581581464e+00 -2.955745951366722801e-02 -3.690035625915047413e-02
1.591591591591591470e+00 1.164976415769716431e-02 -5.506774114304853474e-02
1.601601601601601477e+00 1.485371358480303272e-01 2.791044422451134654e-02
1.611611611611611705e+00 3.547992965867099308e-02 2.055732407677301338e-02
1.621621621621621712e+00 -2.932636884627440668e-02 1.627730565863071827e-02
1.631631631631631718e+00 1.156581545195129318e-01 3.561960852121156401e-02
1.641641641641641725e+00 -1.034143047652978514e-01 3.622043420329935925e-02
1.651651651651651731e+00 -1.510110335781894315e-03 -1.204337964041565442e-02
1.661661661661661737e+00 -4.144835331669803613e-02 2.089085633885741713e-03
1.671671671671671744e+00 -4.279581341071897471e-02 -3.236787070384625903e-02
1.681681681681681750e+00 5.037575201365833422e-02 3.016660473754024380e-02
1.691691691691691757e+00 -5.311958353103600483e-02 4.525109658352940989e-03
1.701701701701701763e+00 -4.851500782044890214e-02 4.467472137748931815e-02
1.711711711711711770e+00 -3.438400740899467956e-02 2.316844258784544683e-02
1.721721721721721776e+00 -1.222891559572529957e-01 -2.992656805394903769e-03
1.731731731731731783e+00 5.011855878065266806e-02 6.235689115705847670e-03
1.741741741741741789e+00 1.612266919095694390e-02 1.818944655798168317e-02
1.751751751751751796e+00 2.148168002585900196e-02 -2.586837606932780240e-02
1.761761761761761802e+00 3.050018565411286367e-02 1.050640063163472623e-02
1.771771771771771808e+00 -3.535778092390789301e-02 -5.730874192833178629e-03
1.781781781781781815e+00 9.382429243501934357e-02 -1.911816096430703216e-02
1.791791791791791821e+00 1.230822864652600900e-02 3.696843021946795947e-03
1.801801801801801828e+00 -3.835339063028753159e-02 -1.413768285377426520e-02
1.811811811811811834e+00 1.148234774107667888e-01 1.525347537740705511e-03
1.821821821821821841e+00 1.880384084865863170e-03 -4.397780091561607346e-02
1.831831831831831847e+00 -3.395416103105406216e-03 -1.795577023673287920e-02
1.841841841841841854e+00 -8.889808020214060025e-02 -1.870044929606914583e-02
1.851851851851851860e+00 2.095259355860056710e-02 8.145615411581061047e-03
1.861861861861861867e+00 5.241378625631312738e-02 -3.086647850441958524e-02
1.871871871871871873e+00 3.726476052132567107e-02 6.892721500148133937e-03
1.881881881881881879e+00 -2.116342621403658614e-02 -2.186553846048205560e-02
1.891891891891891886e+00 -8.183270139632749240e-02 -1.626152917487693611e-02
1.901901901901901892e+00 -7.402706393956973163e-02 -1.320098335035405079e-02
1.911911911911911899e+00 1.427847767038337504e-02 2.464762286930105920e-02
1.921921921921921905e+00 -2.515519581733043769e-02 3.170421602546586066e-03
1.931931931931931912e+00 -1.592168213974112095e-02 -3.499948121892439840e-02
1.941941941941941918e+00 1.612832130513022419e-02 3.155211075503699253e-02
1.951951951951951925e+00 7.661690540561373088e-03 -4.180689076516776181e-02
1.961961961961961931e+00 6.766888928444350637e-02 -5.295894037040817931e-02
1.971971971971971938e+00 -8.242939527525344062e-03 2.637403659112319901e-02
1.981981981981981944e+00 -6.581447251209418536e-02 4.639777003895151353e-02
1.991991991991991950e+00 -8.021612993690185878e-02 -7.070006036350996725e-02
2.002002002002002179e+00 5.043277963627029042e-02 -1.319645054088694827e-02
2.012012012012012185e+00 3.414431298420763511e-02 5.049515099189447881e-02
2.022022022022022192e+00 3.970580763846678213e-02 -4.503491213846771285e-02
2.032032032032032198e+00 7.248137089509837372e-02 -1.079113105385662297e-02
2.042042042042042205e+00 -1.019312822379002045e-02 -5.011636622244371869e-02
2.052052052052052211e+00 2.673031937564059740e-02 -4.821435411636766644e-02
2.062062062062062218e+00 9.255385364226834111e-03 -3.045737892053098847e-02
2.072072072072072224e+00 1.037045301351151999e-01 -3.581160666054940961e-02
2.082082082082082231e+00 -1.542097162772787175e-02 8.971233376915462715e-03
2.092092092092092237e+00 9.516396930340316473e-02 1.973613011857306559e-02
2.102102102102102243e+00 8.356111542425475464e-04 -1.550521137506540720e-02
2.112112112112112250e+00 1.912311847823226427e-02 -6.648542711277330777e-03
2.122122122122122256e+00 4.480578590346392942e-02 1.363901943900892519e-02
2.132132132132132263e+00 7.124275019638612316e-02 1.874281932803073189e-02
2.142142142142142269e+00 -2.346089388911340792e-02 2.749005061158991503e-04
2.152152152152152276e+00 -5.702632155863973651e-04 9.358013540260405952e-03
2.162162162162162282e+00 3.935431554902076023e-02 8.195243873525130326e-03
2.172172172172172289e+00 -5.693474550045769800e-03 4.470575007702926040e-02
2.182182182182182295e+00 1.370850269888441303e-03 -1.229981765195322686e-02
2.192192192192192302e+00 -1.923403501051391962e-03 3.917196099775914486e-03
2.202202202202202308e+00 3.499253022836228133e-02 4.425019748000234149e-02
2.212212212212212314e+00 4.093532850831792247e-02 -9.120270116492057086e-03
2.222222222222222321e+00 -7.086767447263593589e-02 4.321995933039775306e-02
2.232232232232232327e+00 4.473233682206380346e-02 -1.259145732418342871e-02
2.242242242242242334e+00 -2.058665225717958014e-02 2.840393680232023571e-02
2.252252252252252340e+00 4.134397396251743989e-02 2.190109893630248078e-02
2.262262262262262347e+00 3.409696018011230956e-02 -5.551184685809010949e-02
2.272272272272272353e+00 -1.598836693190132038e-02 -2.810366071548916003e-02
2.282282282282282360e+00 5.356169523069700955e-02 1.248039916456558998e-02
2.292292292292292366e+00 -3.527776444222796570e-02 5.271506822375426893e-03
2.302302302302302373e+00 -8.775957692847769637e-03 1.406010717156772234e-02
2.312312312312312379e+00 5.591948077875768391e-02 -8.431152892862994394e-03
2.322322322322322385e+00 1.000161841187114861e-02 3.846852541682699300e-02
2.332332332332332392e+00 4.972600889397289781e-02 3.321978338054494724e-03
2.342342342342342398e+00 8.835081514133270864e-02 -5.202294764635575879e-03
2.352352352352352405e+00 1.065124778539267431e-01 3.770313173320521960e-02
2.362362362362362411e+00 -7.267061149583212143e-04 -4.237463680215554362e-02
2.372372372372372418e+00 5.341379815519742974e-02 -3.098210679384005503e-02
2.382382382382382424e+00 -5.138658444823342858e-02 -2.931298714649068632e-02
2.392392392392392431e+00 -2.100151143761425088e-02 -3.031494560562354029e-02
2.402402402402402437e+00 9.956799803919554048e-02 -7.958563682567509900e-02
2.412412412412412444e+00 1.471478468830706224e-02 -4.572898926048828139e-02
2.422422422422422450e+00 -1.484524933568229232e-02 6.332740959854485374e-02
2.432432432432432456e+00 1.341972485117919334e-01 -2.019647169349443605e-02
2.442442442442442463e+00 9.887602055027999715e-02 -9.688479820501354201e-03
2.452452452452452469e+00 -4.363034522611572430e-02 -2.159029031119942196e-02
2.462462462462462476e+00 -6.127260633043390969e-03 -1.694113875273985798e-02
2.472472472472472482e+00 7.924064470846689523e-02 1.007325374032787962e-02
2.482482482482482489e+00 3.036432807922451876e-02 8.154192136979912867e-03
2.492492492492492495e+00 4.929582151277560331e-02 -2.997099767069319465e-02
2.502502502502502502e+00 7.354454549615185854e-02 4.159123215960398162e-02
2.512512512512512508e+00 4.900291449835283975e-02 -5.978625209910803581e-03
2.522522522522522515e+00 4.864208547902815205e-03 -3.237253039394236837e-02
2.532532532532532521e+00 1.735105172483370276e-02 1.448398109914853654e-02
2.542542542542542527e+00 6.526784768282746507e-02 -3.505026998118474652e-02
2.552552552552552534e+00 1.279817548978218200e-01 6.697378824063653091e-02
2.562562562562562540e+00 4.575111222930274002e-02 5.434351944488145791e-02
2.572572572572572547e+00 -2.695576682337701840e-02 -3.064702196421093677e-03
2.582582582582582553e+00 1.649651124781938150e-02 -1.295400442975997400e-02
2.592592592592592560e+00 3.273179168408570788e-02 8.180155781405602268e-04
2.602602602602602566e+00 7.265062133727900884e-02 1.367235678813493588e-02
2.612612612612612573e+00 5.068514814197943447e-02 3.453696547363355185e-02
2.622622622622622579e+00 8.011882025120034556e-02 3.336174320958956371e-03
2.632632632632632586e+00 9.418646008987152651e-02 3.343727544690471010e-02
2.642642642642642592e+00 3.491814409727962698e-03 -5.647260776862223636e-02
2.652652652652652598e+00 6.501577546271376795e-02 4.522339392463668728e-02
2.662662662662662605e+00 1.040043134784312817e-01 -2.392293047164109187e-03
2.672672672672672611e+00 -4.663932796324557484e-03 -2.611450466077954412e-03
2.682682682682682618e+00 1.245554323570976646e-01 2.840359416664824457e-02
2.692692692692692624e+00 8.912310023705402595e-02 -1.843515246972041860e-02
2.702702702702702631e+00 6.969642967445741077e-02 -4.160586546753532872e-02
2.712712712712712637e+00 1.375742606991536832e-02 7.793369352087352320e-02
2.722722722722722644e+00 2.845616108958419488e-02 6.009076803193365290e-02
2.732732732732732650e+00 6.402791785247854972e-02 2.695772105581861755e-02
2.742742742742742657e+00 1.458174084023642347e-01 -2.847044856226042808e-02
2.752752752752752663e+00 3.295734352539664985e-02 -1.105796024562072681e-03
2.762762762762762669e+00 3.033461522881162470e-02 -1.993383788358287986e-02
2.772772772772772676e+00 5.395264021395272669e-02 -1.726855517675967774e-02
2.782782782782782682e+00 1.290381989001655461e-01 2.496792438198620900e-03
2.792792792792792689e+00 6.301084894218431098e-02 -1.628391428505618441e-03
2.802802802802802695e+00 1.009065825543479233e-01 1.270955779329271604e-02
2.812812812812812702e+00 9.560909633720510170e-02 -3.748607470261156884e-04
2.822822822822822708e+00 1.140660557785091456e-01 3.948164216592030956e-02
2.832832832832832715e+00 -3.554833404175006262e-03 4.991531810622080317e-03
2.842842842842842721e+00 4.704572545670687028e-02 -7.743767958468550372e-02
2.852852852852852727e+00 1.060135832334112432e-01 -9.745512276265581170e-03
2.862862862862862734e+00 1.422481172110686976e-01 -6.034854599874641366e-03
2.872872872872872740e+00 8.280095216057505036e-02 -1.816394147045827375e-03
2.882882882882882747e+00 1.114523658911409920e-01 2.897008857631482026e-02
2.892892892892892753e+00 5.325865063614809020e-02 -3.064113589638788569e-03
2.902902902902902760e+00 2.195249827337856230e-01 -5.090627370629154103e-02
2.912912912912912766e+00 1.371080962803657433e-01 3.519299826600561475e-03
2.922922922922922773e+00 7.815417764955331914e-02 -1.109014145884575954e-02
2.932932932932932779e+00 1.359505080929691578e-01 7.896059517489898132e-04
2.942942942942942786e+00 1.200912662768818806e-02 5.809432303598282415e-02
2.952952952952952792e+00 1.968149582435838041e-01 -2.456430514871331058e-02
2.962962962962962798e+00 1.036343007535020511e-01 -2.368542747377613486e-02
2.972972972972972805e+00 1.107097462016306960e-01 2.675195363800942153e-02
2.982982982982982811e+00 2.471158559124638776e-01 5.696834985470768109e-02
2.992992992992992818e+00 7.719765869657503610e-02 3.120110219796159295e-02
3.003003003003002824e+00 1.536782471059419120e-01 1.036480991580535527e+00
3.013013013013012831e+00 1.603720161404558198e-01 9.949704821614574479e-01
3.023023023023022837e+00 1.557949931627805040e-01 9.985147878419576850e-01
3.033033033033032844e+00 9.884879165774383691e-02 9.595994702713105395e-01
3.043043043043042850e+00 1.492106727917610065e-01 9.961311311940143076e-01
3.053053053053052857e+00 1.735828247549004999e-01 1.055423009296237780e+00
3.063063063063062863e+00 1.898478924439621629e-01 1.024213738598942047e+00
3.073073073073072869e+00 1.386757973221121043e-01 1.026448699567608092e+00
3.083083083083082876e+00 1.830581690357939439e-01 1.011330839791848124e+00
3.093093093093092882e+00 1.323799373425680881e-01 9.711237430952854854e-01
3.103103103103102889e+00 1.035767614507455275e-01 1.013734370432004761e+00
3.113113113113112895e+00 1.672526876990725608e-01 1.026192310470005919e+00
3.123123123123122902e+00 8.906191869858601229e-02 1.009463231114286819e+00
3.133133133133132908e+00 2.073448286273782137e-01 9.852100637332665833e-01
3.143143143143142915e+00 1.606716689388547614e-01 1.023540245430566431e+00
3.153153153153152921e+00 1.798213449495560112e-01 9.955721050724373189e-01
3.163163163163162928e+00 1.452481400485409746e-01 1.034466885095003397e+00
3.173173173173172934e+00 1.474592549045606327e-01 9.808616881518381625e-01
3.183183183183182940e+00 2.426755465364345832e-01 9.876081433824168698e-01
3.193193193193192947e+00 2.011376354600436789e-01 9.792406783752132249e-01
3.203203203203202953e+00 2.444202490176220488e-01 9.277300000539255853e-01
3.213213213213213404e+00 2.542630204546737493e-01 1.012308384388450166e+00
3.223223223223223410e+00 2.002233946994089742e-01 9.938282131169954292e-01
3.233233233233233417e+00 1.028579140410752074e-01 9.791065591349182862e-01
3.243243243243243423e+00 2.072613759548893042e-01 9.565365765366079520e-01
3.253253253253253430e+00 2.901547613458332897e-01 1.021954148983615029e+00
3.263263263263263436e+00 1.949354953274465563e-01 9.735293059448383302e-01
3.273273273273273443e+00 2.052351205530224543e-01 1.009213206674884677e+00
3.283283283283283449e+00 2.325837972052106906e-01 1.036134347998084682e+00
3.293293293293293456e+00 2.291437128490956820e-01 9.884280564621510390e-01
3.303303303303303462e+00 2.733654675689347058e-01 1.006334692842709266e+00
3.313313313313313468e+00 2.025211009557845165e-01 1.016433394044928384e+00
3.323323323323323475e+00 2.201527810053244827e-01 1.020341648298431991e+00
3.333333333333333481e+00 2.999185616409149602e-01 9.926078212172106952e-01
3.343343343343343488e+00 3.468332475940337778e-01 1.044218348745993952e+00
3.353353353353353494e+00 2.181952456306658350e-01 1.020617158209347508e+00
3.363363363363363501e+00 2.955454021535938725e-01 9.611422766332574641e-01
3.373373373373373507e+00 3.422619310850873453e-01 9.907064682672317435e-01
3.383383383383383514e+00 2.928266571320122802e-01 9.782430380141914350e-01
3.393393393393393520e+00 3.767614987313278596e-01 9.931510003670973585e-01
3.403403403403403527e+00 3.388539978494861105e-01 9.565992367429912990e-01
3.413413413413413533e+00 2.474084425905326845e-01 1.001053645492560484e+00
3.423423423423423539e+00 4.375427680581513989e-01 9.899018194632469569e-01
3.433433433433433546e+00 3.044450615146894745e-01 9.358204945495850469e-01
3.443443443443443552e+00 1.821485782779782570e-01 1.018911427728065311e+00
3.453453453453453559e+00 2.663855823277224144e-01 9.834398436257398846e-01
3.463463463463463565e+00 2.920581235166476164e-01 9.960315243066458768e-01
3.473473473473473572e+00 4.044712709996902689e-01 1.017443166285998624e+00
3.483483483483483578e+00 2.587175820979381036e-01 9.578543428182013653e-01
3.493493493493493585e+00 3.354497478521360487e-01 9.888863280126485300e-01
3.503503503503503591e+00 3.972796202478374172e-01 1.026831381204769356e+00
3.513513513513513598e+00 3.927060639731603242e-01 1.000993514027880948e+00
3.523523523523523604e+00 2.802966531731250766e-01 1.016250221537291498e+00
3.533533533533533610e+00 3.091829839156813864e-01 9.752209881971941607e-01
3.543543543543543617e+00 2.669513002864700169e-01 9.785670144735661991e-01
3.553553553553553623e+00 3.800769458269495082e-01 1.055176379704531708e+00
3.563563563563563630e+00 3.608422439361779199e-01 1.006085975433503643e+00
3.573573573573573636e+00 4.616210280903824126e-01 1.004466769835073992e+00
3.583583583583583643e+00 2.613796280270058725e-01 9.900875823884578431e-01
3.593593593593593649e+00 4.130832690408717811e-01 9.287362207115706925e-01
3.603603603603603656e+00 3.914523968792483211e-01 1.058685806086912207e+00
3.613613613613613662e+00 4.282698825682728083e-01 9.420407817457244759e-01
3.623623623623623669e+00 3.823876886082920867e-01 9.800482073263330207e-01
3.633633633633633675e+00 3.515265225650773262e-01 1.064384397673728389e+00
3.643643643643643681e+00 4.252436608891441705e-01 9.286110407930507904e-01
3.653653653653653688e+00 4.495547147659577636e-01 9.850025926306875679e-01
3.663663663663663694e+00 4.757853855506656293e-01 9.812292014835971576e-01
3.673673673673673701e+00 3.816129129441528378e-01 9.663600119143485045e-01
3.683683683683683707e+00 4.560026303975170392e-01 1.005888095988434427e+00
3.693693693693693714e+00 3.371631187284870323e-01 9.784608338069870070e-01
3.703703703703703720e+00 4.824485250141807846e-01 9.726513073208703508e-01
3.713713713713713727e+00 4.594076640629216612e-01 1.001835299182883610e+00
3.723723723723723733e+00 4.638073342707575430e-01 9.249403757438406926e-01
3.733733733733733740e+00 4.760016127445880207e-01 9.904968963850584451e-01
3.743743743743743746e+00 4.355494988087754149e-01 1.010623954475169173e+00
3.753753753753753752e+00 4.935867461084069152e-01 1.021112358453464930e+00
3.763763763763763759e+00 5.165585897439570751e-01 1.015690123549472856e+00
3.773773773773773765e+00 5.308478631796106351e-01 9.789274030138184202e-01
3.783783783783783772e+00 4.711473845672624616e-01 9.927460625905203395e-01
3.793793793793793778e+00 4.608058079662730178e-01 1.020126816560023464e+00
3.803803803803803785e+00 5.251485055016444914e-01 1.005024843065610352e+00
